Patient [id=1, name=Gwenny Im, birthdate=2003-04-06, ssn=414-79-9429, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=4521 Walnut Street, city=Chesapeake, state=CO, zipcode=31614]
Prescription [rxid=null, drugName=Elavil, quantity=24, patient_ssn=745-79-4389, patientName=Antonietta Wilber, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Aldactone, quantity=8, patient_ssn=478-20-2134, patientName=Jaquenetta Janella, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diabeta, quantity=20, patient_ssn=808-20-5861, patientName=Emmie Roi, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flexeril, quantity=53, patient_ssn=337-86-1855, patientName=Corabella Sunday, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lotrel, quantity=33, patient_ssn=473-88-8285, patientName=Elyssa Romilda, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amoxil, quantity=65, patient_ssn=114-08-2789, patientName=Lidia Bushweller, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tenormin, quantity=5, patient_ssn=767-64-3348, patientName=Lenna Durston, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Toprol, quantity=97, patient_ssn=204-48-7436, patientName=Perle Crockett, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Viagra, quantity=18, patient_ssn=115-58-7698, patientName=Ofella Valonia, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Pravachol, quantity=83, patient_ssn=174-76-3227, patientName=Micaela Gottfried, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lipitor, quantity=51, patient_ssn=694-70-2028, patientName=Nydia Kerek, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flonase, quantity=98, patient_ssn=242-64-0185, patientName=Lyda Wolff, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lotrel, quantity=34, patient_ssn=789-19-0539, patientName=Willette Service, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=55, patient_ssn=126-07-4561, patientName=Virginia Sussna, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diflucan, quantity=92, patient_ssn=823-59-9210, patientName=Kaile Culley, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=78, patient_ssn=712-27-2344, patientName=Lurleen Robinson, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lexapro, quantity=74, patient_ssn=464-48-5490, patientName=Carlye Egarton, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucotrol, quantity=6, patient_ssn=496-08-9074, patientName=Romy Avilla, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=34, patient_ssn=185-08-6311, patientName=Melli Marelda, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Aldactone, quantity=39, patient_ssn=814-25-1096, patientName=Nada Leonerd, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zocor, quantity=50, patient_ssn=584-94-1470, patientName=Alvinia Haggi, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=65, patient_ssn=745-79-4389, patientName=Antonietta Wilber, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prinivil, quantity=79, patient_ssn=439-51-6044, patientName=Imogen Penny, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nexium, quantity=72, patient_ssn=369-12-5289, patientName=Catharina Peoples, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vibramycin, quantity=5, patient_ssn=812-39-4226, patientName=Pepita Aleda, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=71, patient_ssn=511-39-6237, patientName=Rosalia Dibrin, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lipitor, quantity=4, patient_ssn=511-39-6237, patientName=Rosalia Dibrin, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Protonix, quantity=74, patient_ssn=337-59-8058, patientName=Cynthia Joanna, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Keflex, quantity=98, patient_ssn=811-28-2156, patientName=Cynthie Osbourne, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vibramycin, quantity=23, patient_ssn=514-66-3756, patientName=Ania Ashford, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=30, patient_ssn=338-29-1387, patientName=Leese Yvonne, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Cymbalta, quantity=73, patient_ssn=278-92-3866, patientName=Harriet Seabrooke, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=75, patient_ssn=671-97-3234, patientName=Shelley Philander, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Coreg, quantity=27, patient_ssn=198-20-9410, patientName=Rosabelle Pascia, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zocor, quantity=78, patient_ssn=819-21-7567, patientName=Carmelina Rakia, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Neurontin, quantity=99, patient_ssn=644-47-2554, patientName=Johnna Hogg, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zyloprim, quantity=39, patient_ssn=386-52-3650, patientName=Jeanne Jacinta, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prinivil, quantity=3, patient_ssn=430-37-4198, patientName=Bettye Thamora, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zestoretic, quantity=73, patient_ssn=843-02-1497, patientName=Janelle Ambros, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flexeril, quantity=6, patient_ssn=420-21-4599, patientName=Lauri Hartley, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nasonex, quantity=21, patient_ssn=675-85-6483, patientName=Karyn Karna, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Voltaren, quantity=28, patient_ssn=543-06-8365, patientName=Tess Everara, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=89, patient_ssn=674-79-6557, patientName=Lonee Farl, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Levaquin, quantity=35, patient_ssn=278-92-3866, patientName=Harriet Seabrooke, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flonase, quantity=39, patient_ssn=359-72-8280, patientName=Juliane Saunders, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diabeta, quantity=83, patient_ssn=845-24-4134, patientName=Roxanna Trudey, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Naprosyn, quantity=32, patient_ssn=854-93-3045, patientName=Leda Dielle, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=43, patient_ssn=470-66-6015, patientName=Natalina Katuscha, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Advair, quantity=57, patient_ssn=435-28-7310, patientName=Eve Lambard, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zyloprim, quantity=53, patient_ssn=176-43-5854, patientName=Agnella Ashla, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zoloft, quantity=86, patient_ssn=298-66-6911, patientName=Rania Lohse, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Actos, quantity=79, patient_ssn=224-90-3349, patientName=Dorian Keon, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Premarin, quantity=60, patient_ssn=422-75-7148, patientName=Kippy Woermer, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diovan, quantity=58, patient_ssn=508-22-6196, patientName=Ekaterina Salot, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=80, patient_ssn=376-08-3643, patientName=Aprilette Rivi, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Proair Proventil, quantity=94, patient_ssn=334-59-3242, patientName=Valry Garrard, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Microzide, quantity=79, patient_ssn=571-53-4245, patientName=Haley Wolsky, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Desyrel, quantity=37, patient_ssn=863-79-3078, patientName=Mariele Dilisio, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=58, patient_ssn=676-77-9009, patientName=Stella Adai, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nexium, quantity=94, patient_ssn=631-79-5650, patientName=Ethelyn Mabelle, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=96, patient_ssn=807-38-6097, patientName=Lynett Celisse, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucotrol, quantity=14, patient_ssn=736-47-1709, patientName=Lyndell Parry, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prozac, quantity=96, patient_ssn=395-02-9241, patientName=Teriann Celestyn, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Folic Acid, quantity=86, patient_ssn=859-71-8414, patientName=Adriaens Seel, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Desyrel, quantity=9, patient_ssn=701-03-9765, patientName=Happy Jere, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Effexor XR, quantity=13, patient_ssn=871-94-6464, patientName=Danila Wind, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucophage, quantity=41, patient_ssn=334-33-6270, patientName=Anya Riannon, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Plavix, quantity=72, patient_ssn=862-29-7326, patientName=Willetta Rutan, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Restoril, quantity=18, patient_ssn=254-49-5118, patientName=Gill Gyatt, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nexium, quantity=84, patient_ssn=254-49-5118, patientName=Gill Gyatt, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Topamax, quantity=95, patient_ssn=397-44-9603, patientName=Joella Maryly, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=1, patient_ssn=164-01-5604, patientName=Margalo Touber, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Paxil, quantity=45, patient_ssn=597-34-2633, patientName=Jordan Telfore, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Effexor XR, quantity=7, patient_ssn=165-24-6322, patientName=Amelie Child, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
